country,iso3,year,month,type,expected.mean,acm.mean,excess.mean,cumul.excess.mean,cumul.excess.low,cumul.excess.high
Gambia,GMB,2021,2,Predicted,1191,1401,210,1323,97,2635
Gambia,GMB,2021,3,Predicted,1188,1381,194,1517,227,2918
Gambia,GMB,2021,4,Predicted,1178,1342,164,1681,347,3134
Gambia,GMB,2021,5,Predicted,1180,1302,122,1803,372,3305
Gambia,GMB,2021,6,Predicted,1181,1294,113,1916,471,3494
Gambia,GMB,2021,7,Predicted,1199,1488,289,2204,745,3766
Gambia,GMB,2021,8,Predicted,1202,1583,381,2585,985,4222
Gambia,GMB,2021,9,Predicted,1204,1346,142,2728,1148,4516
Gambia,GMB,2021,10,Predicted,1194,1247,53,2781,1149,4566
Gambia,GMB,2021,11,Predicted,1203,1258,55,2836,1066,4641
Gambia,GMB,2021,12,Predicted,1215,1284,68,2904,1127,4748
Guinea-Bissau,GNB,2020,1,Predicted,1364,1460,95,95,-250,551
Guinea-Bissau,GNB,2020,2,Predicted,1335,1428,93,188,-335,746
Guinea-Bissau,GNB,2020,3,Predicted,1333,1412,80,268,-347,967
Guinea-Bissau,GNB,2020,4,Predicted,1321,1278,-42,225,-473,1032
Guinea-Bissau,GNB,2020,5,Predicted,1326,1414,87,313,-489,1222
Guinea-Bissau,GNB,2020,6,Predicted,1337,1559,223,535,-353,1512
Guinea-Bissau,GNB,2020,7,Predicted,1356,1479,122,658,-269,1755
Guinea-Bissau,GNB,2020,8,Predicted,1359,1513,154,812,-266,2016
Guinea-Bissau,GNB,2020,9,Predicted,1357,1462,105,917,-178,2196
Guinea-Bissau,GNB,2020,10,Predicted,1348,1392,44,960,-203,2280
Guinea-Bissau,GNB,2020,11,Predicted,1352,1405,53,1013,-220,2431
Guinea-Bissau,GNB,2020,12,Predicted,1361,1446,85,1098,-191,2522
Guinea-Bissau,GNB,2021,1,Predicted,1361,1413,52,1150,-237,2565
Guinea-Bissau,GNB,2021,2,Predicted,1332,1491,158,1308,-175,2793
Guinea-Bissau,GNB,2021,3,Predicted,1329,1541,212,1520,53,3049
Guinea-Bissau,GNB,2021,4,Predicted,1317,1484,167,1687,86,3301
Guinea-Bissau,GNB,2021,5,Predicted,1322,1431,109,1796,173,3383
Guinea-Bissau,GNB,2021,6,Predicted,1332,1457,125,1921,230,3633
Guinea-Bissau,GNB,2021,7,Predicted,1353,1540,186,2107,396,3749
Guinea-Bissau,GNB,2021,8,Predicted,1355,1648,293,2400,711,4160
Guinea-Bissau,GNB,2021,9,Predicted,1353,1528,175,2575,855,4349
Guinea-Bissau,GNB,2021,10,Predicted,1343,1441,98,2674,861,4548
Guinea-Bissau,GNB,2021,11,Predicted,1348,1442,95,2768,835,4694
Guinea-Bissau,GNB,2021,12,Predicted,1358,1431,73,2841,777,4781
Equatorial Guinea,GNQ,2020,1,Predicted,865,911,46,46,-179,310
Equatorial Guinea,GNQ,2020,2,Predicted,862,919,57,103,-227,476
Equatorial Guinea,GNQ,2020,3,Predicted,865,917,52,154,-297,616
Equatorial Guinea,GNQ,2020,4,Predicted,865,831,-33,121,-383,626
Equatorial Guinea,GNQ,2020,5,Predicted,865,946,81,202,-334,817
Equatorial Guinea,GNQ,2020,6,Predicted,871,859,-12,190,-403,835
Equatorial Guinea,GNQ,2020,7,Predicted,876,1069,193,384,-264,1128
Equatorial Guinea,GNQ,2020,8,Predicted,874,1082,208,592,-132,1377
Equatorial Guinea,GNQ,2020,9,Predicted,872,880,7,599,-170,1377
Equatorial Guinea,GNQ,2020,10,Predicted,871,875,3,603,-188,1418
Equatorial Guinea,GNQ,2020,11,Predicted,869,913,44,647,-182,1538
Equatorial Guinea,GNQ,2020,12,Predicted,869,918,49,695,-155,1631
Equatorial Guinea,GNQ,2021,1,Predicted,877,913,36,732,-133,1688
Equatorial Guinea,GNQ,2021,2,Predicted,874,990,115,847,-44,1810
Equatorial Guinea,GNQ,2021,3,Predicted,876,1008,131,978,36,1950
Equatorial Guinea,GNQ,2021,4,Predicted,877,981,104,1082,137,2130
Equatorial Guinea,GNQ,2021,5,Predicted,877,957,79,1161,208,2239
Equatorial Guinea,GNQ,2021,6,Predicted,884,960,76,1238,270,2327
Equatorial Guinea,GNQ,2021,7,Predicted,888,938,50,1288,346,2394
Equatorial Guinea,GNQ,2021,8,Predicted,886,922,36,1324,293,2435
Equatorial Guinea,GNQ,2021,9,Predicted,885,1032,147,1471,346,2549
Equatorial Guinea,GNQ,2021,10,Predicted,883,1010,127,1598,414,2771
Equatorial Guinea,GNQ,2021,11,Predicted,882,950,68,1667,468,2876
Equatorial Guinea,GNQ,2021,12,Predicted,881,934,53,1719,454,3014
Greece,GRC,2020,1,Reported,12229,12803,574,574,28,1116
Greece,GRC,2020,2,Reported,11350,11167,-183,390,-458,1167
Greece,GRC,2020,3,Reported,11025,11373,348,738,-244,1703
Greece,GRC,2020,4,Reported,10409,9967,-442,296,-768,1433
Greece,GRC,2020,5,Reported,10026,9935,-91,205,-966,1492
Greece,GRC,2020,6,Reported,10146,9774,-372,-166,-1460,1257
Greece,GRC,2020,7,Reported,10540,10618,78,-89,-1515,1373
Greece,GRC,2020,8,Reported,10308,10693,385,297,-1296,1808
Greece,GRC,2020,9,Reported,9375,9712,337,634,-1003,2267
Greece,GRC,2020,10,Reported,9826,10031,205,839,-792,2542
Greece,GRC,2020,11,Reported,10644,12838,2194,3033,1205,4744
Greece,GRC,2020,12,Reported,12213,13223,1010,4043,2183,5862
Greece,GRC,2021,1,Reported,12394,11642,-752,3291,1360,5158
Greece,GRC,2021,2,Reported,11506,10271,-1235,2056,18,4158
Greece,GRC,2021,3,Reported,11153,12309,1156,3212,1002,5375
Greece,GRC,2021,4,Reported,10540,12294,1754,4966,2642,7093
Greece,GRC,2021,5,Reported,10140,11619,1479,6445,3955,8739
Greece,GRC,2021,6,Reported,10255,11218,963,7408,4999,9707
Greece,GRC,2021,7,Reported,10671,12129,1458,8866,6426,11294
Greece,GRC,2021,8,Reported,10437,13498,3061,11927,9426,14375
Greece,GRC,2021,9,Reported,9523,10978,1455,13383,10723,15817
Greece,GRC,2021,10,Reported,9954,11404,1450,14832,12048,17422
