country,iso3,year,month,type,expected.mean,acm.mean,excess.mean,cumul.excess.mean,cumul.excess.low,cumul.excess.high
Romania,ROU,2020,1,Reported,24319,23856,-463,-463,-1473,531
Romania,ROU,2020,2,Reported,23816,22146,-1670,-2133,-3589,-664
Romania,ROU,2020,3,Reported,23443,22715,-728,-2861,-4771,-1048
Romania,ROU,2020,4,Reported,21991,21893,-98,-2960,-5168,-817
Romania,ROU,2020,5,Reported,20878,20896,18,-2942,-5250,-694
Romania,ROU,2020,6,Reported,20245,21058,813,-2129,-4720,338
Romania,ROU,2020,7,Reported,20018,22365,2347,218,-2728,2810
Romania,ROU,2020,8,Reported,19721,23222,3501,3719,782,6465
Romania,ROU,2020,9,Reported,19660,21841,2181,5900,2675,8891
Romania,ROU,2020,10,Reported,21202,27840,6638,12538,9452,15746
Romania,ROU,2020,11,Reported,22509,35091,12582,25120,21808,28425
Romania,ROU,2020,12,Reported,24324,34200,9876,34996,31447,38424
Romania,ROU,2021,1,Reported,24306,29527,5221,40217,36528,43680
Romania,ROU,2021,2,Reported,23838,24130,292,40509,36636,44124
Romania,ROU,2021,3,Reported,23446,29855,6409,46918,42784,50750
Romania,ROU,2021,4,Reported,22027,29740,7713,54631,50407,58772
Romania,ROU,2021,5,Reported,20917,24043,3126,57757,53192,61918
Romania,ROU,2021,6,Reported,20275,21235,960,58717,54325,63081
Romania,ROU,2021,7,Reported,20069,21292,1223,59941,55544,64373
Romania,ROU,2021,8,Reported,19726,20591,865,60805,56042,65360
Romania,ROU,2021,9,Reported,19681,25618,5937,66742,61835,71429
Romania,ROU,2021,10,Reported,21228,46815,25587,92329,87300,97254
Romania,ROU,2021,11,Reported,22484,35616,13132,105461,100196,110561
Romania,ROU,2021,12,Reported,24326,25777,1451,106912,101439,112212
Russian Federation,RUS,2020,1,Reported,151593,161007,9414,9414,4782,14082
Russian Federation,RUS,2020,2,Reported,151998,147290,-4708,4706,-1968,11178
Russian Federation,RUS,2020,3,Reported,151676,154923,3247,7953,-509,16055
Russian Federation,RUS,2020,4,Reported,150088,152500,2412,10365,265,20106
Russian Federation,RUS,2020,5,Reported,148201,173282,25081,35446,24800,46068
Russian Federation,RUS,2020,6,Reported,145563,168436,22873,58319,47080,69887
Russian Federation,RUS,2020,7,Reported,143120,176450,33330,91649,79040,104232
Russian Federation,RUS,2020,8,Reported,141779,161630,19851,111499,98472,124939
Russian Federation,RUS,2020,9,Reported,142029,165758,23729,135228,120965,149365
Russian Federation,RUS,2020,10,Reported,144345,215818,71473,206701,191929,221880
Russian Federation,RUS,2020,11,Reported,147587,228544,80957,287659,271346,303655
Russian Federation,RUS,2020,12,Reported,151300,232948,81648,369306,351737,386424
Russian Federation,RUS,2021,1,Reported,149203,219769,70566,439873,422056,457535
Russian Federation,RUS,2021,2,Reported,149656,172672,23016,462889,443983,481098
Russian Federation,RUS,2021,3,Reported,149444,191320,41876,504764,485510,523465
Russian Federation,RUS,2021,4,Reported,147873,168345,20472,525236,504960,545110
Russian Federation,RUS,2021,5,Reported,145842,162283,16441,541677,520989,562203
Russian Federation,RUS,2021,6,Reported,143157,185655,42498,584176,561901,606038
Russian Federation,RUS,2021,7,Reported,141055,215265,74210,658386,636038,679918
Russian Federation,RUS,2021,8,Reported,139602,208237,68635,727021,704388,750249
Russian Federation,RUS,2021,9,Reported,139931,201945,62014,789036,766115,811825
Russian Federation,RUS,2021,10,Reported,142124,247197,105073,894109,869952,918330
Russian Federation,RUS,2021,11,Reported,145425,257292,111867,1005975,981166,1031502
Russian Federation,RUS,2021,12,Reported,149178,215529,66351,1072326,1046329,1099058
Rwanda,RWA,2020,1,Predicted,5404,5779,375,375,-967,1929
Rwanda,RWA,2020,2,Predicted,5420,5623,203,579,-1390,2693
Rwanda,RWA,2020,3,Predicted,5418,5259,-159,419,-1854,3088
Rwanda,RWA,2020,4,Predicted,5439,4839,-600,-180,-2808,2967
Rwanda,RWA,2020,5,Predicted,5404,5015,-389,-570,-3627,2952
Rwanda,RWA,2020,6,Predicted,5420,5069,-351,-921,-4392,2883
Rwanda,RWA,2020,7,Predicted,5411,5167,-244,-1165,-4725,2904
Rwanda,RWA,2020,8,Predicted,5393,5429,37,-1128,-4896,3042
Rwanda,RWA,2020,9,Predicted,5383,5451,68,-1061,-5169,3436
Rwanda,RWA,2020,10,Predicted,5384,5508,124,-937,-5461,3889
Rwanda,RWA,2020,11,Predicted,5415,5632,216,-721,-5262,4333
Rwanda,RWA,2020,12,Predicted,5402,5753,351,-370,-5205,4627
Rwanda,RWA,2021,1,Predicted,5458,6050,591,222,-4816,5474
Rwanda,RWA,2021,2,Predicted,5476,5841,365,587,-4630,6262
Rwanda,RWA,2021,3,Predicted,5472,5689,217,804,-4843,6860
Rwanda,RWA,2021,4,Predicted,5493,5648,155,958,-5063,7091
Rwanda,RWA,2021,5,Predicted,5454,5643,189,1147,-4947,7399
Rwanda,RWA,2021,6,Predicted,5476,5930,453,1600,-4600,8108
Rwanda,RWA,2021,7,Predicted,5474,6600,1126,2726,-3456,9646
Rwanda,RWA,2021,8,Predicted,5449,6412,963,3689,-2601,10506
Rwanda,RWA,2021,9,Predicted,5442,6199,757,4446,-2000,11867
Rwanda,RWA,2021,10,Predicted,5442,5870,428,4874,-1811,12227
Rwanda,RWA,2021,11,Predicted,5469,5723,254,5128,-2044,12642
Rwanda,RWA,2021,12,Predicted,5460,5734,273,5401,-1552,13151
Saudi Arabia,SAU,2020,1,Predicted,12954,13038,84,84,-2903,3757
Saudi Arabia,SAU,2020,2,Predicted,12760,12692,-68,16,-4352,5100
Saudi Arabia,SAU,2020,3,Predicted,12485,12345,-141,-124,-5218,5926
Saudi Arabia,SAU,2020,4,Predicted,12167,12438,271,147,-6118,7109
Saudi Arabia,SAU,2020,5,Predicted,11820,13513,1693,1839,-5432,9875
Saudi Arabia,SAU,2020,6,Predicted,11610,15473,3862,5701,-2631,15520
Saudi Arabia,SAU,2020,7,Predicted,11508,15010,3503,9204,107,19557
Saudi Arabia,SAU,2020,8,Predicted,11555,13841,2287,11491,1217,22482
Saudi Arabia,SAU,2020,9,Predicted,11680,12713,1034,12524,1499,23863
Saudi Arabia,SAU,2020,10,Predicted,12035,12278,243,12767,1280,25085
Saudi Arabia,SAU,2020,11,Predicted,12440,12502,62,12829,695,25207
Saudi Arabia,SAU,2020,12,Predicted,12761,12558,-203,12626,-190,25080
Saudi Arabia,SAU,2021,1,Predicted,13180,12339,-842,11784,-1399,25127
Saudi Arabia,SAU,2021,2,Predicted,12978,12138,-840,10944,-3049,23982
Saudi Arabia,SAU,2021,3,Predicted,12701,12405,-295,10649,-3204,24523
Saudi Arabia,SAU,2021,4,Predicted,12379,12915,536,11185,-3069,25523
Saudi Arabia,SAU,2021,5,Predicted,12025,13272,1247,12432,-2696,26795
Saudi Arabia,SAU,2021,6,Predicted,11817,13553,1736,14168,-1590,28810
Saudi Arabia,SAU,2021,7,Predicted,11707,13522,1814,15982,-315,30955
Saudi Arabia,SAU,2021,8,Predicted,11747,13165,1418,17400,787,33197
Saudi Arabia,SAU,2021,9,Predicted,11883,12510,628,18028,704,34387
Saudi Arabia,SAU,2021,10,Predicted,12234,12228,-6,18022,629,34973
Saudi Arabia,SAU,2021,11,Predicted,12649,12436,-214,17809,192,35596
Saudi Arabia,SAU,2021,12,Predicted,12983,12724,-259,17550,-717,35740
Sudan,SDN,2020,1,Predicted,21304,22322,1019,1019,-4159,7297
Sudan,SDN,2020,2,Predicted,20924,21485,561,1579,-5690,10329
Sudan,SDN,2020,3,Predicted,20259,19295,-964,616,-8417,11072
Sudan,SDN,2020,4,Predicted,20031,19119,-912,-296,-10316,11429
Sudan,SDN,2020,5,Predicted,19734,21010,1276,979,-10831,14601
Sudan,SDN,2020,6,Predicted,19779,22733,2954,3933,-9378,18172
Sudan,SDN,2020,7,Predicted,19802,22601,2799,6732,-8069,21461
Sudan,SDN,2020,8,Predicted,19947,21714,1767,8499,-6465,23666
Sudan,SDN,2020,9,Predicted,19852,20247,395,8894,-7925,25639
Sudan,SDN,2020,10,Predicted,19900,20146,246,9140,-9437,27085
Sudan,SDN,2020,11,Predicted,20561,23438,2877,12017,-6967,30570
Sudan,SDN,2020,12,Predicted,20709,22918,2208,14225,-5833,34610
Sudan,SDN,2021,1,Predicted,21438,23451,2013,16238,-3772,38138
Sudan,SDN,2021,2,Predicted,21074,22689,1614,17852,-3484,39915
Sudan,SDN,2021,3,Predicted,20401,22975,2574,20426,-1149,42724
Sudan,SDN,2021,4,Predicted,20166,23216,3051,23477,821,48102
Sudan,SDN,2021,5,Predicted,19860,23101,3241,26718,2515,50937
Sudan,SDN,2021,6,Predicted,19901,22740,2838,29557,5616,54621
Sudan,SDN,2021,7,Predicted,19922,22157,2235,31792,7662,57569
Sudan,SDN,2021,8,Predicted,20073,21522,1449,33241,7081,58183
Sudan,SDN,2021,9,Predicted,19986,20905,919,34160,7059,61143
Sudan,SDN,2021,10,Predicted,20038,21356,1318,35478,7062,63143
Sudan,SDN,2021,11,Predicted,20700,21658,957,36435,9111,64872
Sudan,SDN,2021,12,Predicted,20850,22414,1564,37999,9413,66518
Senegal,SEN,2020,1,Predicted,7368,7792,424,424,-1295,2467
Senegal,SEN,2020,2,Predicted,7202,7588,386,810,-1721,3779
Senegal,SEN,2020,3,Predicted,7168,6521,-647,163,-3040,3600
Senegal,SEN,2020,4,Predicted,7070,6652,-418,-255,-3735,3348
Senegal,SEN,2020,5,Predicted,7065,7244,179,-76,-4196,4199
Senegal,SEN,2020,6,Predicted,7108,8019,912,836,-3508,5642
Senegal,SEN,2020,7,Predicted,7228,8751,1523,2359,-2613,7358
Senegal,SEN,2020,8,Predicted,7238,8376,1139,3497,-1947,9115
Senegal,SEN,2020,9,Predicted,7261,7743,482,3979,-2048,9941
Senegal,SEN,2020,10,Predicted,7201,7254,53,4032,-1827,10097
Senegal,SEN,2020,11,Predicted,7269,7408,139,4171,-1728,10881
Senegal,SEN,2020,12,Predicted,7343,8017,674,4845,-1499,11886
Senegal,SEN,2021,1,Predicted,7364,8556,1191,6036,-641,13395
Senegal,SEN,2021,2,Predicted,7196,8668,1472,7508,295,15444
Senegal,SEN,2021,3,Predicted,7168,8388,1220,8728,940,16824
Senegal,SEN,2021,4,Predicted,7066,7991,925,9653,1401,18186
Senegal,SEN,2021,5,Predicted,7060,7857,798,10451,2004,18997
Senegal,SEN,2021,6,Predicted,7100,7925,825,11276,2731,20009
Senegal,SEN,2021,7,Predicted,7223,8930,1707,12984,4045,21615
Senegal,SEN,2021,8,Predicted,7233,9081,1848,14831,5658,24142
Senegal,SEN,2021,9,Predicted,7261,8007,747,15578,5846,25918
Senegal,SEN,2021,10,Predicted,7196,7559,364,15942,6462,26115
Senegal,SEN,2021,11,Predicted,7267,7505,238,16179,6693,26302
Senegal,SEN,2021,12,Predicted,7339,7664,325,16504,6858,26765
Singapore,SGP,2020,1,Reported,2281,2602,321,321,242,397
Singapore,SGP,2020,2,Reported,2285,2226,-59,262,150,369
Singapore,SGP,2020,3,Reported,2300,2383,83,345,201,476
Singapore,SGP,2020,4,Reported,2322,2407,85,430,268,592
Singapore,SGP,2020,5,Reported,2353,2382,29,459,277,637
Singapore,SGP,2020,6,Reported,2367,2233,-134,324,108,524
Singapore,SGP,2020,7,Reported,2363,2194,-169,156,-62,375
Singapore,SGP,2020,8,Reported,2334,2333,-1,155,-78,376
Singapore,SGP,2020,9,Reported,2298,2202,-96,58,-193,303
Singapore,SGP,2020,10,Reported,2286,2200,-86,-27,-285,245
Singapore,SGP,2020,11,Reported,2278,2246,-32,-59,-332,213
Singapore,SGP,2020,12,Reported,2285,2314,29,-30,-312,254
Singapore,SGP,2021,1,Reported,2381,2355,-26,-57,-348,241
Singapore,SGP,2021,2,Reported,2383,2225,-158,-215,-529,100
Singapore,SGP,2021,3,Reported,2399,2404,5,-210,-551,123
Singapore,SGP,2021,4,Reported,2426,2423,-3,-214,-576,142
Singapore,SGP,2021,5,Reported,2457,2523,66,-148,-506,216
Singapore,SGP,2021,6,Reported,2472,2481,9,-139,-515,237
Singapore,SGP,2021,7,Reported,2462,2497,35,-104,-486,274
Singapore,SGP,2021,8,Reported,2433,2452,19,-85,-493,322
Singapore,SGP,2021,9,Reported,2400,2436,36,-49,-480,374
Singapore,SGP,2021,10,Reported,2380,3107,727,678,254,1123
Singapore,SGP,2021,11,Reported,2379,2933,554,1232,800,1698
Singapore,SGP,2021,12,Reported,2383,2626,243,1475,1028,1927
Solomon Islands,SLB,2020,1,Predicted,404,412,8,8,-96,147
Solomon Islands,SLB,2020,2,Predicted,405,402,-3,5,-144,181
Solomon Islands,SLB,2020,3,Predicted,405,405,-1,4,-171,210
Solomon Islands,SLB,2020,4,Predicted,406,384,-21,-17,-241,223
Solomon Islands,SLB,2020,5,Predicted,406,392,-14,-31,-265,230
Solomon Islands,SLB,2020,6,Predicted,408,403,-4,-35,-316,259
Solomon Islands,SLB,2020,7,Predicted,409,411,3,-32,-328,293
Solomon Islands,SLB,2020,8,Predicted,408,409,1,-31,-339,296
Solomon Islands,SLB,2020,9,Predicted,406,403,-3,-34,-372,320
Solomon Islands,SLB,2020,10,Predicted,405,396,-9,-44,-405,336
Solomon Islands,SLB,2020,11,Predicted,405,390,-15,-58,-429,330
Solomon Islands,SLB,2020,12,Predicted,404,393,-11,-70,-469,319
Solomon Islands,SLB,2021,1,Predicted,413,405,-8,-78,-489,331
Solomon Islands,SLB,2021,2,Predicted,414,413,-1,-79,-520,361
Solomon Islands,SLB,2021,3,Predicted,415,415,0,-79,-518,386
Solomon Islands,SLB,2021,4,Predicted,415,415,0,-80,-538,378
Solomon Islands,SLB,2021,5,Predicted,416,426,11,-69,-561,409
Solomon Islands,SLB,2021,6,Predicted,417,423,6,-62,-552,444
Solomon Islands,SLB,2021,7,Predicted,418,430,12,-50,-541,452
Solomon Islands,SLB,2021,8,Predicted,417,426,8,-42,-547,475
Solomon Islands,SLB,2021,9,Predicted,416,417,1,-41,-586,505
Solomon Islands,SLB,2021,10,Predicted,414,408,-7,-47,-616,520
Solomon Islands,SLB,2021,11,Predicted,414,404,-11,-58,-621,520
Solomon Islands,SLB,2021,12,Predicted,413,411,-2,-60,-636,519
Sierra Leone,SLE,2020,1,Predicted,5485,5849,364,364,-1081,2140
Sierra Leone,SLE,2020,2,Predicted,5408,5834,425,790,-1368,3403
Sierra Leone,SLE,2020,3,Predicted,5387,5621,234,1024,-1488,3997
Sierra Leone,SLE,2020,4,Predicted,5371,5232,-139,886,-2011,4086
Sierra Leone,SLE,2020,5,Predicted,5424,5830,406,1291,-2251,4781
Sierra Leone,SLE,2020,6,Predicted,5463,5879,415,1707,-2254,5595
Sierra Leone,SLE,2020,7,Predicted,5517,6052,534,2241,-1917,6445
Sierra Leone,SLE,2020,8,Predicted,5521,5979,458,2699,-1673,7276
Sierra Leone,SLE,2020,9,Predicted,5502,5789,287,2987,-1590,8105
Sierra Leone,SLE,2020,10,Predicted,5493,5669,176,3163,-1455,8180
Sierra Leone,SLE,2020,11,Predicted,5467,5585,118,3281,-1397,8570
Sierra Leone,SLE,2020,12,Predicted,5453,5739,285,3566,-1668,9353
Sierra Leone,SLE,2021,1,Predicted,5361,5781,420,3986,-1641,10132
Sierra Leone,SLE,2021,2,Predicted,5280,5700,421,4407,-1286,10658
Sierra Leone,SLE,2021,3,Predicted,5263,5721,458,4865,-1087,11519
Sierra Leone,SLE,2021,4,Predicted,5262,5534,272,5137,-1120,11750
Sierra Leone,SLE,2021,5,Predicted,5303,5572,269,5406,-852,12093
Sierra Leone,SLE,2021,6,Predicted,5342,5928,585,5992,-861,12859
Sierra Leone,SLE,2021,7,Predicted,5396,6039,643,6635,-135,13809
Sierra Leone,SLE,2021,8,Predicted,5394,5747,353,6988,-7,14484
Sierra Leone,SLE,2021,9,Predicted,5381,5632,251,7239,31,14787
Sierra Leone,SLE,2021,10,Predicted,5375,5537,163,7402,54,15215
Sierra Leone,SLE,2021,11,Predicted,5353,5465,112,7514,105,15064
Sierra Leone,SLE,2021,12,Predicted,5339,5710,371,7885,481,15747
El Salvador,SLV,2020,1,Reported,3488,4545,1057,1057,718,1352
El Salvador,SLV,2020,2,Reported,3472,3102,-370,687,215,1100
El Salvador,SLV,2020,3,Reported,3485,2610,-875,-188,-702,340
El Salvador,SLV,2020,4,Reported,3516,1906,-1610,-1798,-2408,-1209
El Salvador,SLV,2020,5,Reported,3554,2082,-1472,-3270,-3943,-2618
El Salvador,SLV,2020,6,Reported,3587,5930,2343,-927,-1634,-170
El Salvador,SLV,2020,7,Reported,3611,8467,4856,3929,3101,4760
El Salvador,SLV,2020,8,Reported,3604,5210,1606,5535,4689,6414
El Salvador,SLV,2020,9,Predicted,3573,3978,405,5940,4615,7493
El Salvador,SLV,2020,10,Predicted,3542,4009,466,6406,4486,8515
El Salvador,SLV,2020,11,Predicted,3512,3959,447,6853,4623,9495
El Salvador,SLV,2020,12,Predicted,3481,4134,653,7507,4793,10649
El Salvador,SLV,2021,1,Predicted,3502,4416,914,8421,5237,12057
El Salvador,SLV,2021,2,Predicted,3484,4280,796,9217,5779,13212
El Salvador,SLV,2021,3,Predicted,3482,4170,689,9906,5958,14286
El Salvador,SLV,2021,4,Predicted,3529,4133,604,10510,6218,15410
El Salvador,SLV,2021,5,Predicted,3565,4394,829,11338,6503,16440
El Salvador,SLV,2021,6,Predicted,3606,4473,867,12205,6958,17755
El Salvador,SLV,2021,7,Predicted,3604,4533,929,13134,7700,19330
El Salvador,SLV,2021,8,Predicted,3604,4574,969,14103,7936,20819
El Salvador,SLV,2021,9,Predicted,3573,4568,996,15099,8978,21925
El Salvador,SLV,2021,10,Predicted,3546,4602,1056,16156,9573,23498
El Salvador,SLV,2021,11,Predicted,3531,4087,555,16711,9766,24657
El Salvador,SLV,2021,12,Predicted,3507,3831,325,17036,9805,25291
San Marino,SMR,2020,1,Reported,25,28,3,3,-1,6
San Marino,SMR,2020,2,Reported,25,34,9,11,7,16
San Marino,SMR,2020,3,Reported,25,61,36,47,41,53
San Marino,SMR,2020,4,Reported,25,33,8,55,47,61
San Marino,SMR,2020,5,Reported,25,31,6,61,53,68
San Marino,SMR,2020,6,Reported,25,32,7,68,59,76
San Marino,SMR,2020,7,Reported,25,30,5,73,63,82
San Marino,SMR,2020,8,Reported,25,25,0,73,63,83
San Marino,SMR,2020,9,Reported,25,20,-5,68,57,78
San Marino,SMR,2020,10,Reported,25,30,5,73,61,84
San Marino,SMR,2020,11,Reported,25,33,8,81,68,93
San Marino,SMR,2020,12,Reported,25,55,30,110,98,123
San Marino,SMR,2021,1,Reported,26,28,2,113,99,126
San Marino,SMR,2021,2,Reported,26,38,12,125,112,139
San Marino,SMR,2021,3,Reported,26,41,15,141,126,155
San Marino,SMR,2021,4,Reported,26,35,9,150,135,165
San Marino,SMR,2021,5,Reported,25,23,-2,147,131,163
San Marino,SMR,2021,6,Reported,25,22,-3,144,126,160
San Marino,SMR,2021,7,Reported,25,28,3,147,130,164
San Marino,SMR,2021,8,Reported,25,27,2,149,131,167
San Marino,SMR,2021,9,Reported,25,27,2,150,131,169
San Marino,SMR,2021,10,Reported,25,35,10,160,141,179
San Marino,SMR,2021,11,Reported,26,26,0,160,141,179
San Marino,SMR,2021,12,Reported,26,36,10,171,150,190
Somalia,SOM,2020,1,Predicted,14244,15351,1107,1107,-2586,5830
Somalia,SOM,2020,2,Predicted,14206,15206,1000,2107,-3314,7983
Somalia,SOM,2020,3,Predicted,14050,14733,683,2790,-3733,9738
Somalia,SOM,2020,4,Predicted,14009,14494,485,3275,-4451,11720
Somalia,SOM,2020,5,Predicted,13976,15077,1101,4375,-4329,13860
Somalia,SOM,2020,6,Predicted,13992,15611,1619,5994,-3597,16469
Somalia,SOM,2020,7,Predicted,14050,15768,1718,7712,-2979,18934
Somalia,SOM,2020,8,Predicted,14063,15700,1637,9348,-2058,21604
Somalia,SOM,2020,9,Predicted,14035,14929,894,10242,-1254,23007
Somalia,SOM,2020,10,Predicted,14090,14807,717,10959,-1431,24767
Somalia,SOM,2020,11,Predicted,14181,15241,1060,12020,-966,27044
Somalia,SOM,2020,12,Predicted,14235,15134,899,12918,-608,28515
Somalia,SOM,2021,1,Predicted,14181,14859,678,13596,-1265,29506
Somalia,SOM,2021,2,Predicted,14146,16402,2256,15853,141,32096
Somalia,SOM,2021,3,Predicted,13995,17009,3013,18866,2454,35481
Somalia,SOM,2021,4,Predicted,13946,17231,3285,22151,5153,39266
Somalia,SOM,2021,5,Predicted,13913,16233,2320,24470,7059,42216
Somalia,SOM,2021,6,Predicted,13934,15403,1470,25940,8001,44930
Somalia,SOM,2021,7,Predicted,13995,15708,1713,27654,9271,45454
Somalia,SOM,2021,8,Predicted,14001,16441,2440,30093,10966,48890
Somalia,SOM,2021,9,Predicted,13974,15881,1907,32000,12262,52312
Somalia,SOM,2021,10,Predicted,14028,15431,1403,33403,13713,53835
Somalia,SOM,2021,11,Predicted,14113,15456,1343,34746,14370,54963
Somalia,SOM,2021,12,Predicted,14175,14890,715,35461,15131,56343
Serbia,SRB,2020,1,Reported,10682,11253,571,571,-13,1112
Serbia,SRB,2020,2,Reported,10731,10478,-253,318,-479,1149
Serbia,SRB,2020,3,Reported,10330,10302,-28,290,-621,1378
Serbia,SRB,2020,4,Reported,9751,9818,67,357,-790,1568
Serbia,SRB,2020,5,Reported,9270,9792,522,879,-393,2281
Serbia,SRB,2020,6,Reported,8975,9477,502,1381,27,2901
Serbia,SRB,2020,7,Reported,8886,11409,2523,3904,2406,5513
Serbia,SRB,2020,8,Reported,8765,9938,1173,5077,3561,6721
Serbia,SRB,2020,9,Reported,8830,9247,417,5494,3862,7192
Serbia,SRB,2020,10,Reported,9301,9508,207,5701,3979,7512
Serbia,SRB,2020,11,Reported,9924,12334,2410,8111,6220,9977
Serbia,SRB,2020,12,Reported,10656,19717,9061,17172,15216,19100
Serbia,SRB,2021,1,Reported,10660,11858,1198,18370,16245,20389
Serbia,SRB,2021,2,Reported,10711,11572,861,19231,17099,21347
Serbia,SRB,2021,3,Reported,10350,14744,4394,23625,21458,25885
Serbia,SRB,2021,4,Reported,9772,14410,4638,28263,26002,30530
Serbia,SRB,2021,5,Reported,9286,11981,2695,30958,28512,33359
Serbia,SRB,2021,6,Reported,8995,10356,1361,32318,29760,34842
Serbia,SRB,2021,7,Reported,8895,9581,686,33005,30305,35613
Serbia,SRB,2021,8,Reported,8782,9615,833,33837,31194,36510
Serbia,SRB,2021,9,Reported,8840,12558,3718,37555,34817,40221
Serbia,SRB,2021,10,Reported,9318,16695,7377,44933,41955,47702
Serbia,SRB,2021,11,Reported,9941,17204,7263,52196,49277,55003
Serbia,SRB,2021,12,Reported,10677,14125,3448,55643,52601,58526
South Sudan,SSD,2020,1,Predicted,7605,8117,512,512,-1331,2920
South Sudan,SSD,2020,2,Predicted,7507,8024,517,1029,-1896,4275
South Sudan,SSD,2020,3,Predicted,7388,7404,15,1045,-2389,4586
South Sudan,SSD,2020,4,Predicted,7432,6986,-446,599,-2928,4664
South Sudan,SSD,2020,5,Predicted,7467,7541,74,673,-3387,5010
South Sudan,SSD,2020,6,Predicted,7564,8067,503,1176,-3510,6020
South Sudan,SSD,2020,7,Predicted,7585,8170,584,1760,-3153,7060
South Sudan,SSD,2020,8,Predicted,7613,7885,272,2032,-3584,7732
South Sudan,SSD,2020,9,Predicted,7585,7738,153,2185,-3567,8715
South Sudan,SSD,2020,10,Predicted,7533,7831,298,2483,-3578,8716
South Sudan,SSD,2020,11,Predicted,7552,7733,180,2663,-4012,9424
South Sudan,SSD,2020,12,Predicted,7509,7644,135,2798,-4321,9817
South Sudan,SSD,2021,1,Predicted,7553,7919,366,3164,-4054,10860
South Sudan,SSD,2021,2,Predicted,7452,8706,1253,4418,-3274,12307
South Sudan,SSD,2021,3,Predicted,7336,8416,1081,5499,-2662,13806
South Sudan,SSD,2021,4,Predicted,7382,7913,531,6029,-2443,15096
South Sudan,SSD,2021,5,Predicted,7415,7733,318,6347,-2293,15124
South Sudan,SSD,2021,6,Predicted,7513,7994,481,6828,-1965,15707
South Sudan,SSD,2021,7,Predicted,7529,8027,498,7326,-1805,16373
South Sudan,SSD,2021,8,Predicted,7550,8005,456,7782,-1726,16899
South Sudan,SSD,2021,9,Predicted,7533,8051,517,8299,-1432,17591
South Sudan,SSD,2021,10,Predicted,7480,7782,302,8601,-1095,18163
South Sudan,SSD,2021,11,Predicted,7496,7702,206,8807,-794,18971
South Sudan,SSD,2021,12,Predicted,7453,7812,359,9166,-556,19355
Sao Tome and Principe,STP,2020,1,Predicted,82,88,6,6,-22,39
Sao Tome and Principe,STP,2020,2,Predicted,82,87,5,11,-28,52
Sao Tome and Principe,STP,2020,3,Predicted,83,87,4,15,-35,67
Sao Tome and Principe,STP,2020,4,Predicted,82,76,-7,8,-51,63
Sao Tome and Principe,STP,2020,5,Predicted,83,109,27,35,-36,102
Sao Tome and Principe,STP,2020,6,Predicted,83,89,6,41,-35,118
Sao Tome and Principe,STP,2020,7,Predicted,84,100,16,57,-24,137
Sao Tome and Principe,STP,2020,8,Predicted,84,84,0,56,-30,138
Sao Tome and Principe,STP,2020,9,Predicted,84,84,0,57,-28,146
Sao Tome and Principe,STP,2020,10,Predicted,83,89,6,63,-28,154
Sao Tome and Principe,STP,2020,11,Predicted,83,89,6,69,-27,165
Sao Tome and Principe,STP,2020,12,Predicted,83,84,2,71,-31,172
Sao Tome and Principe,STP,2021,1,Predicted,82,85,2,73,-33,177
Sao Tome and Principe,STP,2021,2,Predicted,82,109,27,100,-10,210
Sao Tome and Principe,STP,2021,3,Predicted,83,102,20,120,4,236
Sao Tome and Principe,STP,2021,4,Predicted,83,90,8,128,5,247
Sao Tome and Principe,STP,2021,5,Predicted,83,91,8,136,16,263
Sao Tome and Principe,STP,2021,6,Predicted,84,86,3,139,13,265
Sao Tome and Principe,STP,2021,7,Predicted,84,87,3,142,15,274
Sao Tome and Principe,STP,2021,8,Predicted,84,87,3,145,11,281
Sao Tome and Principe,STP,2021,9,Predicted,84,107,23,169,26,310
Sao Tome and Principe,STP,2021,10,Predicted,83,99,15,184,41,329
Sao Tome and Principe,STP,2021,11,Predicted,83,83,0,184,41,337
Sao Tome and Principe,STP,2021,12,Predicted,83,90,7,191,44,344
Suriname,SUR,2020,1,Reported,399,372,-27,-27,-43,-11
Suriname,SUR,2020,2,Reported,399,388,-11,-38,-60,-14
Suriname,SUR,2020,3,Reported,398,338,-60,-98,-126,-70
Suriname,SUR,2020,4,Reported,398,321,-77,-175,-205,-144
Suriname,SUR,2020,5,Reported,398,317,-81,-256,-290,-222
Suriname,SUR,2020,6,Reported,398,367,-31,-288,-326,-250
Suriname,SUR,2020,7,Reported,397,379,-18,-306,-349,-265
Suriname,SUR,2020,8,Reported,396,450,54,-252,-297,-206
Suriname,SUR,2020,9,Reported,395,408,13,-239,-286,-193
Suriname,SUR,2020,10,Reported,395,402,7,-233,-280,-182
Suriname,SUR,2020,11,Reported,398,343,-55,-287,-340,-237
Suriname,SUR,2020,12,Reported,400,400,0,-287,-341,-231
Suriname,SUR,2021,1,Reported,423,427,4,-282,-341,-222
Suriname,SUR,2021,2,Reported,422,333,-89,-372,-437,-309
Suriname,SUR,2021,3,Reported,422,338,-84,-455,-525,-384
Suriname,SUR,2021,4,Reported,422,360,-62,-517,-592,-440
Suriname,SUR,2021,5,Reported,421,547,126,-391,-470,-314
Suriname,SUR,2021,6,Reported,422,704,282,-109,-193,-26
Suriname,SUR,2021,7,Reported,420,595,175,65,-22,156
Suriname,SUR,2021,8,Reported,420,497,77,143,56,234
Suriname,SUR,2021,9,Reported,419,666,247,390,301,486
Suriname,SUR,2021,10,Reported,418,701,283,673,584,772
